Mega Category (Taxonomy),Level 1 (Taxonomy),Level 2 (Taxonomy),Level 3 (Taxonomy),Supplier Name,Spend
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9529,200
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,2874.7
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,9.69
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,77.4
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,1406.19
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,298.45000000000005
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,56.64
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,863.64
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,424.21
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,27.6
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9529,10.62
Business services,Travel & entertainment,Airfares,International airfares,supplier_9529,8879
Business services,Travel & entertainment,Airfares,International airfares,supplier_9529,6
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9529,344.92999999999995
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9529,28.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,280.42
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,967.95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,735.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,79.04
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,10000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,17
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,420.06000000000006
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,9.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,36.31
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,230.88
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9529,125.16
Business services,Travel & entertainment,Airfares,International airfares,supplier_9530,21.64
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9531,1999.09
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9532,206
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9532,727.79
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9532,58.78
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9532,-454.55
Business services,Travel & entertainment,Airfares,International airfares,supplier_9541,854.64
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9542,29.9
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9542,239.28
Business services,Travel & entertainment,Airfares,International airfares,supplier_9542,18.95
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9542,1548.17
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9542,22.7
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9542,176.89
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,4924.5
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,12.27
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,234.73
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,508.75
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,578.5
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,65.52
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,4.32
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,936.36
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,120.6
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9542,411.65999999999997
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9554,382.09
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9555,4007.5
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9555,664.63
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9555,271.9
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9555,118.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9555,91.73
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9555,19600
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9555,15.38
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9555,17.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9555,54.55
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9557,89.36
Business services,Travel & entertainment,Airfares,International airfares,supplier_9557,37.15
Business services,Travel & entertainment,Airfares,International airfares,supplier_9557,139.82
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9557,966.65
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9557,37.8
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9557,3.64
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9557,240.91
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9557,65.45
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9557,750
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9557,350.68
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9557,150
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9557,248.35
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9557,627.2
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9557,17.85
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9557,4.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9557,57.5
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9560,139.84
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9560,35.1
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9560,20.64
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9560,83.7
Business services,Travel & entertainment,Airfares,International airfares,supplier_9560,468.18
Business services,Travel & entertainment,Airfares,International airfares,supplier_9560,71.76
Business services,Travel & entertainment,Airfares,International airfares,supplier_9560,145.45
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9560,309.41
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9560,1140.6
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9560,155.96
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9560,18
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9560,81.35
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9560,1469.31
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9560,115
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9560,32.73
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,443.54
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,11.53
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,325.96
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,95.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,944.1200000000001
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,17
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,63.89
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,15.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,1.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,39
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,340.26
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,28.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,742.83
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,980
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,835.27
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9560,82.85
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,35.45
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,909.0999999999999
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,18.64
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,724.76
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,265.83
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,5.67
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,1095.6
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,40.73
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,600
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9565,29.59
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9565,144.04
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9565,4.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,545.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,4358.98
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,2600
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,5000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,471.21999999999997
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,32
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,300.59
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,61.12
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,273.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,492
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,275
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,14.72
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,81.97
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,65.73
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,361.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,30.48
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,13.2
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,9.89
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,283.27
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,116.61
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,30.88
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,7.48
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9565,585
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9566,49.089999999999996
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9566,7000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9566,589
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9566,362.25
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9567,1169
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9567,1272.36
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9568,12.870000000000001
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9569,340.45
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9569,25.45
Business services,Travel & entertainment,Airfares,International airfares,supplier_9569,2926
Business services,Travel & entertainment,Airfares,International airfares,supplier_9569,25.08
Business services,Travel & entertainment,Airfares,International airfares,supplier_9569,10903
Business services,Travel & entertainment,Airfares,International airfares,supplier_9569,18.99
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9570,313.64
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9570,39.2
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9570,44.05
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9570,183
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9570,114.11
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9570,1244.92
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9570,36.36
Business services,Travel & entertainment,Airfares,International airfares,supplier_9570,106.44
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9570,2554.54
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9570,19.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9570,853.49
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9570,297.95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9570,2046
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9570,28
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9571,199.55
Business services,Travel & entertainment,Airfares,International airfares,supplier_9571,13.59
Business services,Travel & entertainment,Airfares,International airfares,supplier_9571,429.49999999999994
Business services,Travel & entertainment,Airfares,International airfares,supplier_9571,23.5
Business services,Travel & entertainment,Airfares,International airfares,supplier_9571,6620
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9571,3288.75
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9571,4.09
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9571,2268.8399999999997
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9571,28.38
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9571,285.32
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9571,285.2
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9572,61
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9572,520
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9573,594.55
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9573,78.94
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9573,40.14
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9573,54.55
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9573,277.27
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9573,843.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9574,49595
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,352.81
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,58.65
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,406.76
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,18.7
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,41.74
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,129.47
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,2625
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,254.56
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,77.65
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,126
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9576,25.45
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9576,18.34
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9576,15.66
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,1499.09
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,44.5
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,153.81
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,3480
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,1416
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,2.68
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,5879.64
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,2726.18
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,24.25
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,668.24
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,9.66
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,37.92
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,25.32
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,37.04
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,43.09
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,66.54
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9576,37.91
Business services,Travel & entertainment,Airfares,International airfares,supplier_9576,30
Business services,Travel & entertainment,Airfares,International airfares,supplier_9576,6
Business services,Travel & entertainment,Airfares,International airfares,supplier_9576,1500
Business services,Travel & entertainment,Airfares,International airfares,supplier_9576,292.6
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,469.37
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,56634.71000000001
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,798
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,10400
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,21.36
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,27.21
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,115.15
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,70.15999999999998
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,41.24
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,811.22
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,13.12
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,85.72
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,53.81
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,199.41
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,1043.08
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,22.68
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,12.15
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,117.33
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,97.58000000000001
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,2289.65
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,185
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,4.42
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,300
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,659.64
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,3.58
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,94.45
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,50.91
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,168.18
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,30527.25
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,35.27
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,153.44
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,953.56
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,188.65
Business services,Travel & entertainment,Ground transport,Car hire,supplier_9576,2800
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9576,88.82
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9576,144.9
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9576,24
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9576,1030
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9576,54.52
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_9576,294.4
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,393.37
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,90.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,267
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,345.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,357.16
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,11.42
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,63.86
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,12
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,28.38
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,65000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,6.97
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,9.23
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,528
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,181.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,221.07
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,1.35
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,71.8
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,43.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,8.4
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,300.71
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,58
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,45.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,19750
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,84.54
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,1209
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,45.29
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,40.15
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,10.91
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,93.01
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,97
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,393.13
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,149.4
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,78250
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,19.86
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,171.75
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,750
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,526.15
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,31.37
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,3880.49
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,3063.07
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,21.39
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,47.269999999999996
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,966.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,231.13
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,3612.8
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,50.07
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,199.09
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,772.73
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,352.2
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,35.16
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,93
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,46.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,772.88
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,161.5
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,186.36
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,39
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,308.02
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,3152
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,-65.55
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,57.16
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,17.54
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,307.44
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,21.25
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,6.11
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,473.42
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,672.73
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,190.09
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,82.77
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,159
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,25.54
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9576,10.91
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9579,58.95
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9579,121.68
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_9579,10590
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,56505.5
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,323.27
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,5.62
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,81.96
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,25.87
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,513.28
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,20
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,19.13
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,194.68
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,283.22
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,4360
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,1479.36
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,22.27
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,1537.95
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,20
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,400
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,67.56
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,2196.6
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,6.86
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_9579,32.15
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9579,18.64
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9579,5000
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9579,181.49
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_9579,53.64
Business services,Travel & entertainment,Airfares,International airfares,supplier_9579,104
Business services,Travel & entertainment,Airfares,International airfares,supplier_9579,193.65
Business services,Travel & entertainment,Airfares,International airfares,supplier_9579,179.78
Business services,Travel & entertainment,Airfares,International airfares,supplier_9579,163.96
Business services,Travel & entertainment,Airfares,International airfares,supplier_9579,9
Business services,Travel & entertainment,Airfares,International airfares,supplier_9579,7.48
Business services,Travel & entertainment,Airfares,International airfares,supplier_9579,962.76
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_9579,4194.89
